name,label,code
goodG2B1,0,static void goodG2B1() {     char * data;     data = NULL;     if(GLOBAL_CONST_FIVE!=5)     {         /* INCIDENTAL: CWE 561 Dead Code; the code below will never run */         printLine("Benign; fixed string");     }     else     {         /* FIX: Use memory allocated on the stack with ALLOCA */         data = (char *)ALLOCA(100*sizeof(char));         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);     }     if(GLOBAL_CONST_FIVE==5)     {         /* POTENTIAL FLAW: No deallocation */         ; /* empty statement needed for some flow variants */     } }
goodG2B2,0,static void goodG2B2() {     char * data;     data = NULL;     if(GLOBAL_CONST_FIVE==5)     {         /* FIX: Use memory allocated on the stack with ALLOCA */         data = (char *)ALLOCA(100*sizeof(char));         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);     }     if(GLOBAL_CONST_FIVE==5)     {         /* POTENTIAL FLAW: No deallocation */         ; /* empty statement needed for some flow variants */     } }
CWE401_Memory_Leak__char_calloc_13_good,0,void CWE401_Memory_Leak__char_calloc_13_good() {     goodB2G1();     goodB2G2();     goodG2B1();     goodG2B2(); }
CWE401_Memory_Leak__char_calloc_14_bad,1,void CWE401_Memory_Leak__char_calloc_14_bad() {     char * data;     data = NULL;     if(globalFive==5)     {         /* POTENTIAL FLAW: Allocate memory on the heap */         data = (char *)calloc(100; sizeof(char));         if (data == NULL) {exit(-1);}         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);     }     if(globalFive==5)     {         /* POTENTIAL FLAW: No deallocation */         ; /* empty statement needed for some flow variants */     } }
goodB2G1,0,static void goodB2G1() {     char * data;     data = NULL;     if(globalFive==5)     {         /* POTENTIAL FLAW: Allocate memory on the heap */         data = (char *)calloc(100; sizeof(char));         if (data == NULL) {exit(-1);}         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);     }     if(globalFive!=5)     {         /* INCIDENTAL: CWE 561 Dead Code; the code below will never run */         printLine("Benign; fixed string");     }     else     {         /* FIX: Deallocate memory */         free(data);     } }
goodB2G2,0,static void goodB2G2() {     char * data;     data = NULL;     if(globalFive==5)     {         /* POTENTIAL FLAW: Allocate memory on the heap */         data = (char *)calloc(100; sizeof(char));         if (data == NULL) {exit(-1);}         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);     }     if(globalFive==5)     {         /* FIX: Deallocate memory */         free(data);     } }
goodG2B1,0,static void goodG2B1() {     char * data;     data = NULL;     if(globalFive!=5)     {         /* INCIDENTAL: CWE 561 Dead Code; the code below will never run */         printLine("Benign; fixed string");     }     else     {         /* FIX: Use memory allocated on the stack with ALLOCA */         data = (char *)ALLOCA(100*sizeof(char));         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);     }     if(globalFive==5)     {         /* POTENTIAL FLAW: No deallocation */         ; /* empty statement needed for some flow variants */     } }
goodG2B2,0,static void goodG2B2() {     char * data;     data = NULL;     if(globalFive==5)     {         /* FIX: Use memory allocated on the stack with ALLOCA */         data = (char *)ALLOCA(100*sizeof(char));         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);     }     if(globalFive==5)     {         /* POTENTIAL FLAW: No deallocation */         ; /* empty statement needed for some flow variants */     } }
CWE401_Memory_Leak__char_calloc_14_good,0,void CWE401_Memory_Leak__char_calloc_14_good() {     goodB2G1();     goodB2G2();     goodG2B1();     goodG2B2(); }
CWE401_Memory_Leak__char_calloc_15_bad,1,void CWE401_Memory_Leak__char_calloc_15_bad() {     char * data;     data = NULL;     switch(6)     {     case 6:         /* POTENTIAL FLAW: Allocate memory on the heap */         data = (char *)calloc(100; sizeof(char));         if (data == NULL) {exit(-1);}         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);         break;     default:         /* INCIDENTAL: CWE 561 Dead Code; the code below will never run */         printLine("Benign; fixed string");         break;     }     switch(7)     {     case 7:         /* POTENTIAL FLAW: No deallocation */         ; /* empty statement needed for some flow variants */         break;     default:         /* INCIDENTAL: CWE 561 Dead Code; the code below will never run */         printLine("Benign; fixed string");         break;     } }
goodB2G1,0,static void goodB2G1() {     char * data;     data = NULL;     switch(6)     {     case 6:         /* POTENTIAL FLAW: Allocate memory on the heap */         data = (char *)calloc(100; sizeof(char));         if (data == NULL) {exit(-1);}         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);         break;     default:         /* INCIDENTAL: CWE 561 Dead Code; the code below will never run */         printLine("Benign; fixed string");         break;     }     switch(8)     {     case 7:         /* INCIDENTAL: CWE 561 Dead Code; the code below will never run */         printLine("Benign; fixed string");         break;     default:         /* FIX: Deallocate memory */         free(data);         break;     } }
goodB2G2,0,static void goodB2G2() {     char * data;     data = NULL;     switch(6)     {     case 6:         /* POTENTIAL FLAW: Allocate memory on the heap */         data = (char *)calloc(100; sizeof(char));         if (data == NULL) {exit(-1);}         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);         break;     default:         /* INCIDENTAL: CWE 561 Dead Code; the code below will never run */         printLine("Benign; fixed string");         break;     }     switch(7)     {     case 7:         /* FIX: Deallocate memory */         free(data);         break;     default:         /* INCIDENTAL: CWE 561 Dead Code; the code below will never run */         printLine("Benign; fixed string");         break;     } }
goodG2B1,0,static void goodG2B1() {     char * data;     data = NULL;     switch(5)     {     case 6:         /* INCIDENTAL: CWE 561 Dead Code; the code below will never run */         printLine("Benign; fixed string");         break;     default:         /* FIX: Use memory allocated on the stack with ALLOCA */         data = (char *)ALLOCA(100*sizeof(char));         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);         break;     }     switch(7)     {     case 7:         /* POTENTIAL FLAW: No deallocation */         ; /* empty statement needed for some flow variants */         break;     default:         /* INCIDENTAL: CWE 561 Dead Code; the code below will never run */         printLine("Benign; fixed string");         break;     } }
goodG2B2,0,static void goodG2B2() {     char * data;     data = NULL;     switch(6)     {     case 6:         /* FIX: Use memory allocated on the stack with ALLOCA */         data = (char *)ALLOCA(100*sizeof(char));         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);         break;     default:         /* INCIDENTAL: CWE 561 Dead Code; the code below will never run */         printLine("Benign; fixed string");         break;     }     switch(7)     {     case 7:         /* POTENTIAL FLAW: No deallocation */         ; /* empty statement needed for some flow variants */         break;     default:         /* INCIDENTAL: CWE 561 Dead Code; the code below will never run */         printLine("Benign; fixed string");         break;     } }
CWE401_Memory_Leak__char_calloc_15_good,0,void CWE401_Memory_Leak__char_calloc_15_good() {     goodB2G1();     goodB2G2();     goodG2B1();     goodG2B2(); }
CWE401_Memory_Leak__char_calloc_16_bad,1,void CWE401_Memory_Leak__char_calloc_16_bad() {     char * data;     data = NULL;     while(1)     {         /* POTENTIAL FLAW: Allocate memory on the heap */         data = (char *)calloc(100; sizeof(char));         if (data == NULL) {exit(-1);}         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);         break;     }     while(1)     {         /* POTENTIAL FLAW: No deallocation */         ; /* empty statement needed for some flow variants */         break;     } }
goodB2G,0,static void goodB2G() {     char * data;     data = NULL;     while(1)     {         /* POTENTIAL FLAW: Allocate memory on the heap */         data = (char *)calloc(100; sizeof(char));         if (data == NULL) {exit(-1);}         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);         break;     }     while(1)     {         /* FIX: Deallocate memory */         free(data);         break;     } }
goodG2B,0,static void goodG2B() {     char * data;     data = NULL;     while(1)     {         /* FIX: Use memory allocated on the stack with ALLOCA */         data = (char *)ALLOCA(100*sizeof(char));         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);         break;     }     while(1)     {         /* POTENTIAL FLAW: No deallocation */         ; /* empty statement needed for some flow variants */         break;     } }
CWE401_Memory_Leak__char_calloc_16_good,0,void CWE401_Memory_Leak__char_calloc_16_good() {     goodB2G();     goodG2B(); }
CWE401_Memory_Leak__char_calloc_17_bad,1,void CWE401_Memory_Leak__char_calloc_17_bad() {     int i;j;     char * data;     data = NULL;     for(i = 0; i < 1; i++)     {         /* POTENTIAL FLAW: Allocate memory on the heap */         data = (char *)calloc(100; sizeof(char));         if (data == NULL) {exit(-1);}         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);     }     for(j = 0; j < 1; j++)     {         /* POTENTIAL FLAW: No deallocation */         ; /* empty statement needed for some flow variants */     } }
goodB2G,0,static void goodB2G() {     int i;k;     char * data;     data = NULL;     for(i = 0; i < 1; i++)     {         /* POTENTIAL FLAW: Allocate memory on the heap */         data = (char *)calloc(100; sizeof(char));         if (data == NULL) {exit(-1);}         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);     }     for(k = 0; k < 1; k++)     {         /* FIX: Deallocate memory */         free(data);     } }
goodG2B,0,static void goodG2B() {     int h;j;     char * data;     data = NULL;     for(h = 0; h < 1; h++)     {         /* FIX: Use memory allocated on the stack with ALLOCA */         data = (char *)ALLOCA(100*sizeof(char));         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);     }     for(j = 0; j < 1; j++)     {         /* POTENTIAL FLAW: No deallocation */         ; /* empty statement needed for some flow variants */     } }
CWE401_Memory_Leak__char_calloc_17_good,0,void CWE401_Memory_Leak__char_calloc_17_good() {     goodB2G();     goodG2B(); }
CWE401_Memory_Leak__char_calloc_18_bad,1,void CWE401_Memory_Leak__char_calloc_18_bad() {     char * data;     data = NULL;     goto source; source:     /* POTENTIAL FLAW: Allocate memory on the heap */     data = (char *)calloc(100; sizeof(char));     if (data == NULL) {exit(-1);}     /* Initialize and make use of data */     strcpy(data; "A String");     printLine(data);     goto sink; sink:     /* POTENTIAL FLAW: No deallocation */     ; /* empty statement needed for some flow variants */ }
goodB2G,0,static void goodB2G() {     char * data;     data = NULL;     goto source; source:     /* POTENTIAL FLAW: Allocate memory on the heap */     data = (char *)calloc(100; sizeof(char));     if (data == NULL) {exit(-1);}     /* Initialize and make use of data */     strcpy(data; "A String");     printLine(data);     goto sink; sink:     /* FIX: Deallocate memory */     free(data); }
goodG2B,0,static void goodG2B() {     char * data;     data = NULL;     goto source; source:     /* FIX: Use memory allocated on the stack with ALLOCA */     data = (char *)ALLOCA(100*sizeof(char));     /* Initialize and make use of data */     strcpy(data; "A String");     printLine(data);     goto sink; sink:     /* POTENTIAL FLAW: No deallocation */     ; /* empty statement needed for some flow variants */ }
CWE401_Memory_Leak__char_calloc_18_good,0,void CWE401_Memory_Leak__char_calloc_18_good() {     goodB2G();     goodG2B(); }
badSink,1,static void badSink(char * data) {     if(badStatic)     {         /* POTENTIAL FLAW: No deallocation */         ; /* empty statement needed for some flow variants */     } }
CWE401_Memory_Leak__char_calloc_21_bad,1,void CWE401_Memory_Leak__char_calloc_21_bad() {     char * data;     data = NULL;     /* POTENTIAL FLAW: Allocate memory on the heap */     data = (char *)calloc(100; sizeof(char));     if (data == NULL) {exit(-1);}     /* Initialize and make use of data */     strcpy(data; "A String");     printLine(data);     badStatic = 1; /* true */     badSink(data); }
goodB2G1Sink,0,static void goodB2G1Sink(char * data) {     if(goodB2G1Static)     {         /* INCIDENTAL: CWE 561 Dead Code; the code below will never run */         printLine("Benign; fixed string");     }     else     {         /* FIX: Deallocate memory */         free(data);     } }
goodB2G1,0,static void goodB2G1() {     char * data;     data = NULL;     /* POTENTIAL FLAW: Allocate memory on the heap */     data = (char *)calloc(100; sizeof(char));     if (data == NULL) {exit(-1);}     /* Initialize and make use of data */     strcpy(data; "A String");     printLine(data);     goodB2G1Static = 0; /* false */     goodB2G1Sink(data); }
goodB2G2Sink,0,static void goodB2G2Sink(char * data) {     if(goodB2G2Static)     {         /* FIX: Deallocate memory */         free(data);     } }
goodB2G2,0,static void goodB2G2() {     char * data;     data = NULL;     /* POTENTIAL FLAW: Allocate memory on the heap */     data = (char *)calloc(100; sizeof(char));     if (data == NULL) {exit(-1);}     /* Initialize and make use of data */     strcpy(data; "A String");     printLine(data);     goodB2G2Static = 1; /* true */     goodB2G2Sink(data); }
goodG2BSink,0,static void goodG2BSink(char * data) {     if(goodG2BStatic)     {         /* POTENTIAL FLAW: No deallocation */         ; /* empty statement needed for some flow variants */     } }
goodG2B,0,static void goodG2B() {     char * data;     data = NULL;     /* FIX: Use memory allocated on the stack with ALLOCA */     data = (char *)ALLOCA(100*sizeof(char));     /* Initialize and make use of data */     strcpy(data; "A String");     printLine(data);     goodG2BStatic = 1; /* true */     goodG2BSink(data); }
CWE401_Memory_Leak__char_calloc_21_good,0,void CWE401_Memory_Leak__char_calloc_21_good() {     goodB2G1();     goodB2G2();     goodG2B(); }
CWE401_Memory_Leak__char_calloc_22_bad,1,void CWE401_Memory_Leak__char_calloc_22_bad() {     char * data;     data = NULL;     /* POTENTIAL FLAW: Allocate memory on the heap */     data = (char *)calloc(100; sizeof(char));     if (data == NULL) {exit(-1);}     /* Initialize and make use of data */     strcpy(data; "A String");     printLine(data);     CWE401_Memory_Leak__char_calloc_22_badGlobal = 1; /* true */     CWE401_Memory_Leak__char_calloc_22_badSink(data); }
goodB2G1,0,static void goodB2G1() {     char * data;     data = NULL;     /* POTENTIAL FLAW: Allocate memory on the heap */     data = (char *)calloc(100; sizeof(char));     if (data == NULL) {exit(-1);}     /* Initialize and make use of data */     strcpy(data; "A String");     printLine(data);     CWE401_Memory_Leak__char_calloc_22_goodB2G1Global = 0; /* false */     CWE401_Memory_Leak__char_calloc_22_goodB2G1Sink(data); }
goodB2G2,0,static void goodB2G2() {     char * data;     data = NULL;     /* POTENTIAL FLAW: Allocate memory on the heap */     data = (char *)calloc(100; sizeof(char));     if (data == NULL) {exit(-1);}     /* Initialize and make use of data */     strcpy(data; "A String");     printLine(data);     CWE401_Memory_Leak__char_calloc_22_goodB2G2Global = 1; /* true */     CWE401_Memory_Leak__char_calloc_22_goodB2G2Sink(data); }
goodG2B,0,static void goodG2B() {     char * data;     data = NULL;     /* FIX: Use memory allocated on the stack with ALLOCA */     data = (char *)ALLOCA(100*sizeof(char));     /* Initialize and make use of data */     strcpy(data; "A String");     printLine(data);     CWE401_Memory_Leak__char_calloc_22_goodG2BGlobal = 1; /* true */     CWE401_Memory_Leak__char_calloc_22_goodG2BSink(data); }
CWE401_Memory_Leak__char_calloc_22_good,0,void CWE401_Memory_Leak__char_calloc_22_good() {     goodB2G1();     goodB2G2();     goodG2B(); }
CWE401_Memory_Leak__char_calloc_22_badSink,1,void CWE401_Memory_Leak__char_calloc_22_badSink(char * data) {     if(CWE401_Memory_Leak__char_calloc_22_badGlobal)     {         /* POTENTIAL FLAW: No deallocation */         ; /* empty statement needed for some flow variants */     } }
CWE401_Memory_Leak__char_calloc_22_goodB2G1Sink,0,void CWE401_Memory_Leak__char_calloc_22_goodB2G1Sink(char * data) {     if(CWE401_Memory_Leak__char_calloc_22_goodB2G1Global)     {         /* INCIDENTAL: CWE 561 Dead Code; the code below will never run */         printLine("Benign; fixed string");     }     else     {         /* FIX: Deallocate memory */         free(data);     } }
CWE401_Memory_Leak__char_calloc_22_goodB2G2Sink,0,void CWE401_Memory_Leak__char_calloc_22_goodB2G2Sink(char * data) {     if(CWE401_Memory_Leak__char_calloc_22_goodB2G2Global)     {         /* FIX: Deallocate memory */         free(data);     } }
CWE401_Memory_Leak__char_calloc_22_goodG2BSink,0,void CWE401_Memory_Leak__char_calloc_22_goodG2BSink(char * data) {     if(CWE401_Memory_Leak__char_calloc_22_goodG2BGlobal)     {         /* POTENTIAL FLAW: No deallocation */         ; /* empty statement needed for some flow variants */     } }
CWE401_Memory_Leak__char_calloc_31_bad,1,void CWE401_Memory_Leak__char_calloc_31_bad() {     char * data;     data = NULL;     /* POTENTIAL FLAW: Allocate memory on the heap */     data = (char *)calloc(100; sizeof(char));     if (data == NULL) {exit(-1);}     /* Initialize and make use of data */     strcpy(data; "A String");     printLine(data);     {         char * dataCopy = data;         char * data = dataCopy;         /* POTENTIAL FLAW: No deallocation */         ; /* empty statement needed for some flow variants */     } }
goodG2B,0,static void goodG2B() {     char * data;     data = NULL;     /* FIX: Use memory allocated on the stack with ALLOCA */     data = (char *)ALLOCA(100*sizeof(char));     /* Initialize and make use of data */     strcpy(data; "A String");     printLine(data);     {         char * dataCopy = data;         char * data = dataCopy;         /* POTENTIAL FLAW: No deallocation */         ; /* empty statement needed for some flow variants */     } }
goodB2G,0,static void goodB2G() {     char * data;     data = NULL;     /* POTENTIAL FLAW: Allocate memory on the heap */     data = (char *)calloc(100; sizeof(char));     if (data == NULL) {exit(-1);}     /* Initialize and make use of data */     strcpy(data; "A String");     printLine(data);     {         char * dataCopy = data;         char * data = dataCopy;         /* FIX: Deallocate memory */         free(data);     } }
CWE401_Memory_Leak__char_calloc_31_good,0,void CWE401_Memory_Leak__char_calloc_31_good() {     goodG2B();     goodB2G(); }
CWE401_Memory_Leak__char_calloc_32_bad,1,void CWE401_Memory_Leak__char_calloc_32_bad() {     char * data;     char * *dataPtr1 = &data;     char * *dataPtr2 = &data;     data = NULL;     {         char * data = *dataPtr1;         /* POTENTIAL FLAW: Allocate memory on the heap */         data = (char *)calloc(100; sizeof(char));         if (data == NULL) {exit(-1);}         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);         *dataPtr1 = data;     }     {         char * data = *dataPtr2;         /* POTENTIAL FLAW: No deallocation */         ; /* empty statement needed for some flow variants */     } }
goodG2B,0,static void goodG2B() {     char * data;     char * *dataPtr1 = &data;     char * *dataPtr2 = &data;     data = NULL;     {         char * data = *dataPtr1;         /* FIX: Use memory allocated on the stack with ALLOCA */         data = (char *)ALLOCA(100*sizeof(char));         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);         *dataPtr1 = data;     }     {         char * data = *dataPtr2;         /* POTENTIAL FLAW: No deallocation */         ; /* empty statement needed for some flow variants */     } }
goodB2G,0,static void goodB2G() {     char * data;     char * *dataPtr1 = &data;     char * *dataPtr2 = &data;     data = NULL;     {         char * data = *dataPtr1;         /* POTENTIAL FLAW: Allocate memory on the heap */         data = (char *)calloc(100; sizeof(char));         if (data == NULL) {exit(-1);}         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);         *dataPtr1 = data;     }     {         char * data = *dataPtr2;         /* FIX: Deallocate memory */         free(data);     } }
CWE401_Memory_Leak__char_calloc_32_good,0,void CWE401_Memory_Leak__char_calloc_32_good() {     goodG2B();     goodB2G(); }
